customer_id,gender,age,tenure_months,monthly_charges,total_charges,contract_type,tech_support_calls,refund_issued_after_churn,cancellation_survey_score,churn
CUST-11125,Female,36,45,35.62,1613.11,One-Year,2,0,,0
CUST-11126,Female,74,67,83.59,,Month-to-Month,3,0,,0
CUST-11127,Female,22,66,79.93,5295.0,Two-Year,1,0,,0
CUST-11128,Female,20,34,37.94,1285.41,Two-Year,2,0,,0
CUST-11129,Female,18,55,90.51,4980.05,One-Year,0,0,,0
CUST-11130,Female,55,1,65.52,69.29,Month-to-Month,1,0,,0
CUST-11131,Female,32,38,86.78,3302.52,Two-Year,3,0,,0
CUST-11132,Female,51,6,103.74,630.4,One-Year,0,1,1.5,1
CUST-11133,Male,52,25,36.97,916.68,One-Year,2,0,,0
CUST-11134,Male,66,17,21.91,379.59,Month-to-Month,1,0,,0
CUST-11135,Male,42,61,97.91,5978.32,Two-Year,3,1,0.9,1
CUST-11136,Male,41,12,80.97,971.64,One-Year,0,0,,0
CUST-11137,Female,29,6,89.96,,Month-to-Month,2,0,,0
CUST-11138,Female,35,27,103.82,2795.06,Month-to-Month,1,1,1.3,1
CUST-11139,Male,32,8,100.28,807.04,Two-Year,0,1,1.7,1
CUST-11140,Female,61,65,116.09,7539.25,Month-to-Month,1,0,,0
CUST-11141,Male,33,57,73.59,4197.01,Two-Year,2,0,,0
CUST-11142,Female,44,40,68.85,2752.99,One-Year,2,0,,0
CUST-11143,Male,25,14,60.19,829.32,One-Year,1,1,0.6,1
CUST-11144,Female,63,35,35.37,1228.62,Month-to-Month,0,0,,0
CUST-11145,Female,42,48,77.26,3712.53,Month-to-Month,0,1,0.9,1
CUST-11146,Male,34,56,47.7,2665.96,Two-Year,1,0,,0
CUST-11147,Female,46,49,112.13,,Month-to-Month,3,0,,0
CUST-11148,Male,70,13,78.32,1010.52,One-Year,1,1,1.5,1
CUST-11149,Male,25,61,79.28,4828.78,Month-to-Month,0,0,,0
CUST-11150,Male,32,49,55.49,,Month-to-Month,0,0,,0
CUST-11151,Male,44,46,25.2,1148.0,Month-to-Month,2,0,,0
CUST-11152,Female,63,62,23.17,1451.27,Month-to-Month,0,0,,0
CUST-11153,Female,67,8,62.33,495.33,Two-Year,1,0,,0
CUST-11154,Female,69,43,28.46,1217.24,Month-to-Month,4,0,,0
CUST-11155,Male,24,20,80.68,1617.44,Month-to-Month,2,1,1.1,1
CUST-11156,Female,20,39,108.1,4216.43,Month-to-Month,0,1,0.9,1
CUST-11157,Male,46,49,108.29,5304.24,Month-to-Month,2,1,1.4,1
CUST-11158,Female,61,64,85.9,5499.8,Month-to-Month,2,0,,0
CUST-11159,Female,70,62,41.12,2549.81,Two-Year,4,0,,0
CUST-11160,Female,41,54,106.3,5738.04,Month-to-Month,1,0,,0
CUST-11161,Male,20,9,108.61,986.85,Month-to-Month,1,1,1.1,1
CUST-11162,Female,37,37,39.67,1453.32,Month-to-Month,0,0,,0
CUST-11163,Female,63,49,93.74,4584.11,Two-Year,1,0,,0
CUST-11164,Male,32,41,48.65,,Month-to-Month,0,0,,0
CUST-11165,Female,42,17,100.26,,Month-to-Month,4,1,1.6,1
CUST-11166,Male,47,21,119.72,2514.98,One-Year,1,1,1.1,1
CUST-11167,Female,31,51,23.0,1178.05,One-Year,0,0,,0
CUST-11168,Male,24,59,109.74,6455.03,Month-to-Month,2,0,,0
CUST-11169,Male,34,39,82.26,,Month-to-Month,2,1,1.0,1
CUST-11170,Female,61,55,117.34,6450.48,One-Year,0,1,0.7,1
CUST-11171,Male,37,41,66.5,2723.64,Month-to-Month,3,0,,0
CUST-11172,Male,53,39,104.74,4072.01,Two-Year,1,0,,0
CUST-11173,Male,26,13,26.24,337.99,One-Year,0,0,,0
CUST-11174,Male,55,64,53.53,3416.81,Month-to-Month,2,0,,0
CUST-11175,Male,65,11,26.7,290.36,Month-to-Month,0,0,,0
CUST-11176,Male,74,19,117.53,2215.87,Month-to-Month,2,1,1.1,1
CUST-11177,Female,39,11,101.7,1115.42,One-Year,1,1,1.3,1
CUST-11178,Male,71,46,105.25,,Month-to-Month,1,0,,0
CUST-11179,Male,70,45,113.8,5118.38,Month-to-Month,0,0,,0
CUST-11180,Female,70,1,28.51,31.52,One-Year,1,0,,0
CUST-11181,Female,19,40,58.56,2341.95,Two-Year,2,0,,0
CUST-11182,Female,41,19,27.1,,Month-to-Month,1,1,1.0,1
CUST-11183,Female,25,61,41.08,2502.27,Two-Year,4,0,,0
CUST-11184,Female,28,12,42.94,521.47,Month-to-Month,0,0,,0
CUST-11185,Female,30,61,66.91,,Month-to-Month,3,0,,0
CUST-11186,Female,34,33,46.86,1549.12,Month-to-Month,3,1,1.2,1
CUST-11187,Male,25,45,30.1,1354.29,Month-to-Month,1,0,,0
CUST-11188,Male,38,69,36.75,2539.89,Month-to-Month,2,0,,0
CUST-11189,Female,35,8,34.73,280.93,Month-to-Month,1,1,1.1,1
CUST-11190,Male,47,25,117.31,2942.76,Two-Year,0,0,,0
CUST-11191,Male,35,46,95.93,4420.72,Two-Year,0,1,0.5,1
CUST-11192,Male,63,30,116.78,3511.46,One-Year,1,0,,0
CUST-11193,Female,64,47,63.97,3007.03,Month-to-Month,1,0,,0
CUST-11194,Female,48,49,47.84,2347.57,Month-to-Month,0,0,,0
CUST-11195,Male,55,47,99.83,4695.24,Month-to-Month,2,0,,0
CUST-11196,Female,49,18,52.63,935.27,One-Year,1,0,1.4,1
CUST-11197,Male,28,66,49.94,3306.73,Two-Year,0,0,,0
CUST-11198,Male,62,68,43.25,2924.31,Month-to-Month,0,0,,0
CUST-11199,Male,42,33,32.97,,Month-to-Month,0,1,1.4,1
